# Eribend, Kobolds & O Baile de Blackfair  Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | English                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| **Ficheiros de origem:** s06_grutas_pantano_bullywugs_basilisco_resumo.md | **Source files:** s06_grutas_pantano_bullywugs_basilisco_resumo.md |




















<!-- ==== s07_eribend_raptos_cultistas_odrak.txt ==== -->

# Eribend: Raptos & Cultistas de Odrak  Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | English                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| - Grupo descansa em tenda emprestada por Myria e Jeraldina; encontra Flynn, novo membro enviado pelo taberneiro.<br>- Chegada a Eribend; Dolrea Vas recebe-os e pede ajuda para distúrbios e rotas comerciais.<br>- Compras no mercado (meias para Grix e Triss).<br>- Dolrea revela desaparecimentos de comerciantes/famílias, quadro de raptos diários.<br>- Taverneiro relata vítimas desaparecendo em casa ou no caminho, sem sinais de magia óbvia.<br>- Seis encapuzados atacam o grupo na taberna; combate.<br>- Nos corpos, lista de sete nomes: Dolrea Vas é o próximo alvo.<br>- Conclusão: cultistas de Odrak responsáveis, cidade em risco iminente.<br> | - Group rests in a tent lent by Myria and Jeraldina; meets Flynn, a new member sent by the innkeeper.<br>- Arrival at Eribend; Dolrea Vas greets them and asks for help with disturbances and trade routes.<br>- Shopping at the market (socks for Grix and Triss).<br>- Dolrea reveals disappearances of merchants/families, board of daily kidnappings.<br>- Innkeeper reports victims disappearing at home or on the way, no sign of obvious magic.<br>- Six hooded figures attack the group in the tavern; fight ensues.<br>- On the bodies, a list of seven names: Dolrea Vas is the next target.<br>- Conclusion: Odrak cultists responsible, city in imminent danger.<br> |
| **NPCs:** Dolrea Vas, Flynn, Myria, Jeraldina, cultistas de Odrak, taverneiro Machado Quebrado, kobold cultist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | **NPCs:** Dolrea Vas, Flynn, Myria, Jeraldina, Odrak cultists, innkeeper Machado Quebrado, kobold cultist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| **Loot:** Lista de nomes (evidência), 7GP, empadas, meias, mapa                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | **Loot:** List of names (evidence), 7GP, pies, socks, map                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| **Data:** 2025-02-20                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | **Date:** 2025-02-20                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |
| **Ficheiros de origem:** s07_eribend_raptos_cultistas_odrak_pontos.md                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | **Source files:** s07_eribend_raptos_cultistas_odrak_pontos.md                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |





















<!-- ==== s07_eribend_raptos_cultistas_odrak_ready.md ==== -->

# Eribend: Raptos & Cultistas de Odrak  Ready to Play

| Português                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | English                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ |
| **Introdução:** Após noite no acampamento, Flynn junta-se ao grupo. Chegada a Eribend e encontro com Dolrea Vas.<br><br>**Cena 1: Chegada e Roleplay**<br>- Picnic com Dolrea, rumores de raptos.<br>- Mercado: meias para Triss e Grix.<br><br>**Cena 2: Investigação dos Raptos**<br>- Taberna Machado Quebrado: quadro de desaparecidos.<br>- Taverneiro relata padrão dos raptos.<br><br>**Cena 3: Combate na Taberna**<br>- Seis encapuzados (incluindo kobold) atacam.<br>- Nos corpos: lista de sete nomes, Dolrea Vas é o próximo alvo.<br><br>**Encerramento e Ganchos**<br>- Cidade em alerta, grupo deve proteger Dolrea e enfrentar o culto de Odrak.<br> | **Introduction:** After a night at camp, Flynn joins the group. Arrival at Eribend and meeting with Dolrea Vas.<br><br>**Scene 1: Arrival & Roleplay**<br>- Picnic with Dolrea, rumors of kidnappings.<br>- Market: socks for Triss and Grix.<br><br>**Scene 2: Kidnapping Investigation**<br>- Machado Quebrado tavern: board of missing persons.<br>- Innkeeper shares kidnapping pattern.<br><br>**Scene 3: Tavern Fight**<br>- Six hooded figures (including kobold) attack.<br>- On bodies: list of seven names, Dolrea Vas is next target.<br><br>**Closure & Hooks**<br>- City on alert, group must protect Dolrea and face the Odrak cult.<br> |
| **NPCs:** Dolrea Vas, Flynn, Myria, Jeraldina, cultistas de Odrak, taverneiro Machado Quebrado, kobold cultist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | **NPCs:** Dolrea Vas, Flynn, Myria, Jeraldina, Odrak cultists, innkeeper Machado Quebrado, kobold cultist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| **Loot:** Lista de nomes (evidência), 7GP, empadas, meias, mapa                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | **Loot:** List of names (evidence), 7GP, pies, socks, map                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| **Data:** 2025-02-20                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | **Date:** 2025-02-20                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| **Ficheiros de origem:** s07_eribend_raptos_cultistas_odrak_ready.md                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | **Source files:** s07_eribend_raptos_cultistas_odrak_ready.md                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |





















<!-- ==== s07_eribend_raptos_cultistas_odrak_summary.md ==== -->

# Terceiro Templo: Basilisco & Feixe de Luz

| Português | English |
|-----------|---------|
| **Descrição:** O grupo derrota o basilisco progenitor e recupera a terceira pedra mágica. Ao juntá-las numa caixa sobre o altar, ativam um feixe de luz que marca o culminar de uma profecia. Consequências mágicas e narrativas ainda por apurar; sessão termina em suspense.<br> | **Description:** The group defeats the progenitor basilisk and recovers the third magic stone. By placing them in a box on the altar, they activate a beam of light signaling the fulfillment of a prophecy. Magical and narrative consequences yet to be revealed; session ends in suspense.<br> |
| **PCs:** Bok, Sage, Varus, Baltigard, outros [por confirmar] | **PCs:** Bok, Sage, Varus, Baltigard, others [to confirm] |
| **NPCs:** Basilisco Progenitor, elemental guardião, cultistas | **NPCs:** Progenitor Basilisk, elemental guardian, cultists |
| **Loot:** Terceira pedra mágica, scroll de ritual, gema elemental, anel de chamada, ouro | **Loot:** Third magic stone, ritual scroll, elemental gem, calling ring, gold |
| **Data:** 2025-02-20 | **Date:** 2025-02-20 |
| **Ficheiros de origem:** s07_terceiro_templo_basilisco_pedras_luz_resumo.md | **Source files:** s07_terceiro_templo_basilisco_pedras_luz_resumo.md |




















<!-- ==== s07_terceiro_templo_basilisco_pedras_luz_bullet.md ==== -->

# Terceiro Templo: Basilisco & Feixe de Luz  Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                                                             | English                                                                                                                                                                                                                                                                                                                                                                                 |
| ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| - Grupo chega ao terceiro templo, objetivo: derrotar o basilisco progenitor.<br>- Combate intenso contra o basilisco, vitória e recuperação da terceira pedra mágica.<br>- Colocam as três pedras numa caixa sobre o altar.<br>- Um feixe de luz poderoso ascende ao céu  ritual/profecia ativado.<br>- Sessão termina com suspense: consequências do feixe de luz desconhecidas.<br> | - Group arrives at the third temple, objective: defeat the progenitor basilisk.<br>- Intense fight with the basilisk, victory and recovery of the third magic stone.<br>- They place the three stones in a box on the altar.<br>- A powerful beam of light shoots into the sky  ritual/prophecy activated.<br>- Session ends with suspense: consequences of the light beam unknown.<br> |
| **NPCs:** Basilisco Progenitor, elemental guardião, cultistas                                                                                                                                                                                                                                                                                                                         | **NPCs:** Progenitor Basilisk, elemental guardian, cultists                                                                                                                                                                                                                                                                                                                             |
| **Loot:** Terceira pedra mágica, scroll de ritual, gema elemental, anel de chamada, ouro                                                                                                                                                                                                                                                                                              | **Loot:** Third magic stone, ritual scroll, elemental gem, calling ring, gold                                                                                                                                                                                                                                                                                                           |
| **Data:** 2025-02-20                                                                                                                                                                                                                                                                                                                                                                  | **Date:** 2025-02-20                                                                                                                                                                                                                                                                                                                                                                    |
| **Ficheiros de origem:** s07_terceiro_templo_basilisco_pedras_luz_pontos.md                                                                                                                                                                                                                                                                                                           | **Source files:** s07_terceiro_templo_basilisco_pedras_luz_pontos.md                                                                                                                                                                                                                                                                                                                    |





















<!-- ==== s07_terceiro_templo_basilisco_pedras_luz_ready.md ==== -->

# Terceiro Templo: Basilisco & Feixe de Luz  Ready to Play

| Português                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | English                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ |
| **Introdução:** Grupo chega ao terceiro templo, sequência direta das sessões anteriores.<br><br>**Cena 1: Boss Fight com o Basilisco Progenitor**<br>- Enfrentam basilisco progenitor; testes de resistência.<br><br>**Cena 2: Ritual das Três Pedras**<br>- Colocam as três pedras mágicas numa caixa sobre o altar.<br>- Feixe de luz explode para o céu.<br><br>**Encerramento:**<br>- Mistério e suspense: consequências do ritual são ganchos para próximos episódios.<br> | **Introduction:** Group arrives at the third temple, direct continuation from previous sessions.<br><br>**Scene 1: Boss Fight with the Progenitor Basilisk**<br>- Face the progenitor basilisk; saving throws.<br><br>**Scene 2: Three Stones Ritual**<br>- Place the three magic stones in a box on the altar.<br>- Beam of light explodes into the sky.<br><br>**Conclusion:**<br>- Mystery and suspense: rituals consequences are hooks for next sessions.<br> |
| **NPCs:** Basilisco Progenitor, elemental guardião, cultistas                                                                                                                                                                                                                                                                                                                                                                                                                   | **NPCs:** Progenitor Basilisk, elemental guardian, cultists                                                                                                                                                                                                                                                                                                                                                                                                        |
| **Loot:** Terceira pedra mágica, scroll de ritual, gema elemental, anel de chamada, ouro                                                                                                                                                                                                                                                                                                                                                                                      | **Loot:** Third magic stone, ritual scroll, elemental gem, calling ring, gold                                                                                                                                                                                                                                                                                                                                                                                    |
| **Data:** 2025-02-20                                                                                                                                                                                                                                                                                                                                                                                                                                                            | **Date:** 2025-02-20                                                                                                                                                                                                                                                                                                                                                                                                                                               |
| **Ficheiros de origem:** s07_terceiro_templo_basilisco_pedras_luz_ready.md                                                                                                                                                                                                                                                                                                                                                                                                      | **Source files:** s07_terceiro_templo_basilisco_pedras_luz_ready.md                                                                                                                                                                                                                                                                                                                                                                                                |






















<!-- ==== s08!!!!roubo_e_perseguicao_das_pedras_bullet.md ==== -->

# Roubo e Perseguição das Pedras: Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                                                  |
