# Os Fungos do Bosque  Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | English                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |
| ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| - Grupo segue pela rota comercial ao longo do rio Neem (30 km da taberna).<br>- Ouvem gritos e encontram Kaldros Veynor, mercador tiefling, cercado por goblins.<br>- Carroça carregada de tecidos, especiarias e gemas, puxada por cavalos assustados.<br>- Combate em duas ondas: primeira com 4 goblins e 1 lobo domesticado, segunda com 3 goblins e 1 bugbear líder.<br>- Armadilhas: corda oculta, terreno escorregadio.<br>- Inimigos usam táticas de cobertura e flanqueamento.<br>- Jogadores podem convencer Kaldros a ajudar.<br>- No clímax, bugbear negocia e revela acampamento goblin.<br>- Recompensas: 50 PO (Kaldros), 25 PO (inimigos).<br>- Ganchos: acampamento goblin, investigar gangue de bandidos.<br> | - The group follows the trade route along the Neem River (30 km from the tavern).<br>- Hear screams and find Kaldros Veynor, a tiefling merchant, surrounded by goblins.<br>- Wagon loaded with fabrics, spices, and gems, pulled by frightened horses.<br>- Combat in two waves: first with 4 goblins and 1 domesticated wolf, second with 3 goblins and a bugbear leader.<br>- Traps: hidden rope, slippery ground.<br>- Enemies use cover and flanking tactics.<br>- Players may convince Kaldros to help.<br>- At the climax, bugbear negotiates and reveals goblin camp.<br>- Rewards: 50 GP (Kaldros), 25 GP (enemies).<br>- Hooks: goblin camp, investigate bandit gang.<br> |
| **NPCs:** Kaldros Veynor, goblins, wolf, bugbear                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | **NPCs:** Kaldros Veynor, goblins, wolf, bugbear                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| **Loot:** 50GP (Kaldros), 25GP (inimigos), pistas para o acampamento goblin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | **Loot:** 50GP (Kaldros), 25GP (enemies), clues to goblin camp                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| **Data:** 2025-01-15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | **Date:** 2025-01-15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| **Ficheiros de origem:** s03_emboscada_nas_margens_do_rio_neem_pontos.md                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | **Source files:** s03_emboscada_nas_margens_do_rio_neem_pontos.md                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |




















<!-- ==== s03_vale_do_vento_sombrio_bullet.md ==== -->

# Vale do Vento Sombrio  Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | English                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
| ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| - Taverneiro pede investigação ao Vale do Vento Sombrio (rota comercial ao sul).<br>- Viagem noturna, ataque de lobos infestados de fungos.<br>- Encontro com Klikz (kobold não infetado), pede ajuda.<br>- Combate com kobolds infetados (explodem em esporos).<br>- Investigação na aldeia coberta de fungo amarelo.<br>- Armadilhas de esporos e símbolos de culto.<br>- Confronto com Vaelkor Ashbrand, cultistas, elemental da terra menor.<br>- Destruição do altar elimina o fungo.<br>- Recompensas: 50 PO, poção de cura, amuleto de proteção +1, loot extra (carta, armas, robes).<br>- Taberneiro dá 200 PO e refeições grátis.<br> | - Innkeeper requests investigation at Vale do Vento Sombrio (trade route south).<br>- Night journey, attacked by fungus-infested wolves.<br>- Meet Klikz (uninfected kobold), asks for help.<br>- Fight with infected kobolds (explode in spores).<br>- Investigate village covered in yellow fungus.<br>- Spore traps and cult symbols.<br>- Confrontation with Vaelkor Ashbrand, cultists, minor earth elemental.<br>- Destroying the altar ends the fungus threat.<br>- Rewards: 50 GP, potion of healing, +1 amulet, extra loot (letter, weapons, robes).<br>- Innkeeper gives 200 GP and free meals.<br> |
| **NPCs:** Klikz, Vaelkor Ashbrand, cultistas, kobolds, elemental da terra                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | **NPCs:** Klikz, Vaelkor Ashbrand, cultists, kobolds, earth elemental                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| **Loot:** 50GP, potion of healing, +1 amulet, letter, 200GP (taberneiro), refeições grátis (1 mês), armas/robes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | **Loot:** 50GP, potion of healing, +1 amulet, letter, 200GP (innkeeper), free meals (1 month), weapons/robes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| **Data:** 2025-01-15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | **Date:** 2025-01-15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| **Ficheiros de origem:** s03_vale_do_vento_sombrio_pontos.md                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | **Source files:** s03_vale_do_vento_sombrio_pontos.md                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
