# Vale do Vento Sombrio  Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | English                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
| **Ficheiros de origem:** s03_vale_do_vento_sombrio_ready.md                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | **Source files:** s03_vale_do_vento_sombrio_ready.md                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |




















<!-- ==== s03_vale_do_vento_sombrio_summary.md ==== -->

# Vale do Vento Sombrio

| Português | English |
|-----------|---------|
| **Descrição:** Taverneiro pede investigação ao Vale do Vento Sombrio, onde uma rota comercial sumiu. Após sobreviverem à viagem e ataque de lobos, encontram aldeia tomada por fungo e cultistas. Enfrentam Vaelkor Ashbrand e cultistas; destruição do altar elimina ameaça. Kobolds sobreviventes agradecem, grupo recebe recompensas e nome ganha fama.<br> | **Description:** Innkeeper requests an investigation at Vale do Vento Sombrio, where a trade route disappeared. After surviving the journey and wolf attack, the group finds a village overtaken by fungus and cultists. They face Vaelkor Ashbrand and cultists; destroying the altar ends the threat. Surviving kobolds thank them, the group is rewarded and their reputation spreads.<br> |
| **PCs:** Grix, Conan, Triss, Dustin, Usopp, Markus | **PCs:** Grix, Conan, Triss, Dustin, Usopp, Markus |
| **NPCs:** Klikz, Vaelkor Ashbrand, cultistas, kobolds, elemental da terra | **NPCs:** Klikz, Vaelkor Ashbrand, cultists, kobolds, earth elemental |
| **Loot:** 50GP, potion of healing, +1 amulet, letter, 200GP (taberneiro), refeições grátis (1 mês), armas/robes | **Loot:** 50GP, potion of healing, +1 amulet, letter, 200GP (innkeeper), free meals (1 month), weapons/robes |
| **Data:** 2025-01-15 | **Date:** 2025-01-15 |
| **Ficheiros de origem:** s03_vale_do_vento_sombrio_resumo.md | **Source files:** s03_vale_do_vento_sombrio_resumo.md |


















