# Dificuldades na Mina de Obsidiana  Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | English                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |
| --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| **Introdução:** O taberneiro tem uma visão mágica de um anão preso e ferido (Kristryd Splitanvil) numa mina de obsidiana nas Montanhas de Cairn, partilhando a mensagem com o grupo.<br><br>**Cena 1: Teleporte & Chegada**<br>- O grupo teleporta-se magicamente para a mina de obsidiana.<br>- Corredores estreitos, atmosfera opressiva, trilhos enferrujados.<br><br>**Cena 2: Exploração da Mina**<br>- Encontros possíveis: violet fungi e rust monster; giant spider e insetos; darkmantle e piercers; yellow mold; gelatinous cube; sons de Hook Horror.<br>- Humidade, escuridão, poeira, calor.<br><br>**Cena 3: Descobertas & Perigos**<br>- Esqueleto de Thargrin coberto de yellow mold e carta de despedida.<br>- Marteladas distantes: pista para Kristryd.<br>- Combate com Hook Horror (tenta fugir se derrotado).<br>- Combate com Gelatinous Cube (Triss quase morre).<br><br>**Cena 4: Kristryd Ferido**<br>- Encontram Kristryd Splitanvil, prefeito e clérigo de Pelor, ferido.<br>- Diálogo: Kristryd pede ao grupo para concluir a missão e salvar Blackstone.<br>- Promessa de recompensa: topázio, apoio futuro.<br><br>**Cena 5: Desfecho**<br>- Entregam a cabeça do Hook Horror e 6 dentes grandes.<br>- Devolvem carta de Thargrin para homenagem.<br>- Triss recebe topázio.<br>- Kristryd promete apoio futuro.<br>- Reforço de alianças com Blackstone.<br><br>**Recompensas:** Topázio (Triss), 6 dentes de Hook Horror, promessa de ajuda futura de Kristryd/Blackstone.<br> | **Introduction:** The innkeeper receives a magical vision of a trapped and wounded dwarf (Kristryd Splitanvil) in an obsidian mine in the Cairn Mountains, sharing the message with the group.<br><br>**Scene 1: Teleport & Arrival**<br>- The group magically teleports to the obsidian mine.<br>- Narrow corridors, oppressive atmosphere, rusty tracks.<br><br>**Scene 2: Mine Exploration**<br>- Possible encounters: violet fungi and rust monster; giant spider and insects; darkmantle and piercers; yellow mold; gelatinous cube; Hook Horror sounds.<br>- Humidity, darkness, dust, heat.<br><br>**Scene 3: Discoveries & Dangers**<br>- Thargrins skeleton covered in yellow mold, farewell letter.<br>- Distant hammering: clue for Kristryd.<br>- Battle with Hook Horror (tries to escape if defeated).<br>- Battle with Gelatinous Cube (Triss nearly dies).<br><br>**Scene 4: Kristryd Wounded**<br>- Find Kristryd Splitanvil, mayor and cleric of Pelor, wounded.<br>- Dialogue: Kristryd asks the group to finish the mission and save Blackstone.<br>- Promised reward: topaz, future support.<br><br>**Scene 5: Conclusion**<br>- Deliver Hook Horrors head and 6 large teeth.<br>- Return Thargrins letter for tribute.<br>- Triss receives topaz.<br>- Kristryd promises future support.<br>- Strengthening alliance with Blackstone.<br><br>**Rewards:** Topaz (Triss), 6 Hook Horror teeth, promise of future help from Kristryd/Blackstone.<br> |
| **NPCs:** Kristryd Splitanvil, Thargrin (anão morto), Hook Horror, Rust Monster, Giant Spider                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | **NPCs:** Kristryd Splitanvil, Thargrin (dead dwarf), Hook Horror, Rust Monster, Giant Spider                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |
| **Loot:** Hook horror teeth, topázio (Triss), carta de Thargrin, ajuda futura de Kristryd, item mágico possível                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | **Loot:** Hook horror teeth, topaz (Triss), Thargrins letter, future help from Kristryd, possible magic item                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |
| **Data:** 2025-01-09                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | **Date:** 2025-01-09                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| **Ficheiros de origem:** s02_-_2025-01-09.md, s02_dificuldades_na_mina_de_obsidiana_ready.md                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | **Source files:** s02_-_2025-01-09.md, s02_dificuldades_na_mina_de_obsidiana_ready.md                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |




















<!-- ==== s02_dificuldades_na_mina_de_obsidiana_summary.md ==== -->

# Dificuldades na Mina de Obsidiana

| Português | English |
|-----------|---------|
| **Descrição:** O taberneiro tem uma visão de um anão ferido numa mina e transmite a mensagem ao grupo, que se teleporta para a mina de obsidiana. Lá, enfrentam perigos subterrâneos e encontram o esqueleto de Thargrin (anão) coberto de yellow mold. Lutas contra violet fungi, rust monster, giant spider, darkmantle, piercers e um cubo gelatinoso quase matam Triss. Guiados por sons de marteladas, salvam Kristryd Splitanvil, prefeito de Blackstone, ferido. Após derrotar o Hook Horror e recolher dentes, entregam a carta de Thargrin, e recebem topázio e promessa de ajuda futura. Regressam com novas alianças. | **Description:** The innkeeper receives a vision of a wounded dwarf in a mine and shares it with the group, who teleport to the obsidian mine. There, they face underground threats and find Thargrins skeleton (dwarf) covered in yellow mold. Fights with violet fungi, rust monster, giant spider, darkmantle, piercers, and a gelatinous cube nearly kill Triss. Guided by hammering sounds, they save Kristryd Splitanvil, wounded mayor of Blackstone. After defeating the Hook Horror and collecting its teeth, they deliver Thargrins letter and receive a topaz and promise of future aid. They return with new alliances. |
| **PCs:** Triss, GrixMolah, Dustin, Markus, Conan, Vaunia, Usopp | **PCs:** Triss, GrixMolah, Dustin, Markus, Conan, Vaunia, Usopp |
| **NPCs:** Kristryd Splitanvil, Thargrin (anão morto), Hook Horror, Rust Monster, Giant Spider | **NPCs:** Kristryd Splitanvil, Thargrin (dead dwarf), Hook Horror, Rust Monster, Giant Spider |
| **Loot:** Hook horror teeth, topázio (Triss), carta de Thargrin, ajuda futura de Kristryd, item mágico possível | **Loot:** Hook horror teeth, topaz (Triss), Thargrins letter, future help from Kristryd, possible magic item |
| **Data:** 2025-01-09 | **Date:** 2025-01-09 |
| **Ficheiros de origem:** s02_-_2025-01-09.md, s02_dificuldades_na_mina_de_obsidiana_resumo.md | **Source files:** s02_-_2025-01-09.md, s02_dificuldades_na_mina_de_obsidiana_resumo.md |


















